0,0.66,0.56,0.46,0.58,0.5,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.6
1,0.66,0.56,0.68,0.58,0.2,0.3,0.24,0.22,0.4,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.32
1,0.22,0.56,0.64,0.58,0.42,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
0,0.66,0.68,0.64,0.58,0.5,0.3,0.24,0.46,0.46,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.6
1,0.66,0.56,0.32,0.3,0.46,0.3,0.64,0.22,0.4,0.58,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.28,0.46,0.2,0.32
1,0.66,0.68,0.68,0.58,0.2,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.46,0.32
1,0.22,0.56,0.64,0.58,0.2,0.3,0.24,0.22,0.32,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.46,0.44
1,0.22,0.68,0.64,0.58,0.42,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.44
0,0.66,0.68,0.64,0.58,0.5,0.3,0.24,0.46,0.5,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.62,0.32
1,0.22,0.56,0.68,0.58,0.2,0.3,0.24,0.22,0.32,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.44
1,0.66,0.68,0.68,0.58,0.42,0.3,0.24,0.22,0.32,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.32
1,0.66,0.68,0.68,0.58,0.2,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.44
1,0.22,0.56,0.68,0.58,0.2,0.3,0.24,0.22,0.64,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.32
1,0.66,0.3,0.46,0.3,0.46,0.3,0.64,0.22,0.46,0.58,0.28,0.56,0.3,0.64,0.64,0.5,0.64,0.48,0.28,0.4,0.2,0.32
1,0.56,0.3,0.32,0.3,0.46,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.68,0.6
1,0.3,0.3,0.64,0.3,0.46,0.3,0.64,0.22,0.4,0.58,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.28,0.46,0.2,0.32
0,0.66,0.68,0.64,0.58,0.5,0.3,0.24,0.46,0.46,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.6
0,0.66,0.56,0.46,0.58,0.5,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.6
1,0.22,0.56,0.68,0.58,0.2,0.3,0.24,0.22,0.4,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.44
0,0.66,0.68,0.46,0.58,0.5,0.3,0.24,0.46,0.46,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.62,0.32
1,0.22,0.68,0.68,0.58,0.42,0.3,0.24,0.22,0.4,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.44
1,0.22,0.68,0.64,0.58,0.2,0.3,0.24,0.22,0.64,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
1,0.22,0.56,0.64,0.58,0.42,0.3,0.24,0.22,0.32,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.44
0,0.3,0.56,0.64,0.58,0.5,0.3,0.24,0.46,0.46,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.62,0.32
1,0.66,0.68,0.68,0.58,0.2,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
1,0.66,0.68,0.64,0.58,0.42,0.3,0.24,0.22,0.64,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
1,0.3,0.3,0.46,0.3,0.46,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.68,0.6
1,0.66,0.56,0.68,0.58,0.2,0.3,0.64,0.46,0.46,0.58,0.22,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.62,0.26
1,0.22,0.56,0.68,0.58,0.42,0.3,0.24,0.22,0.32,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
0,0.66,0.68,0.64,0.58,0.5,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.6
1,0.66,0.68,0.68,0.58,0.42,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.46,0.44
1,0.66,0.68,0.46,0.58,0.42,0.3,0.24,0.22,0.5,0.28,0.54,0.56,0.68,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.68,0.5
1,0.22,0.68,0.68,0.58,0.42,0.3,0.24,0.22,0.46,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.56,0.44
1,0.66,0.3,0.68,0.58,0.42,0.3,0.64,0.46,0.64,0.58,0.22,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.46,0.62,0.26
1,0.56,0.3,0.32,0.3,0.46,0.3,0.24,0.46,0.4,0.28,0.28,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.62,0.6
1,0.22,0.56,0.68,0.58,0.42,0.3,0.24,0.22,0.4,0.28,0.24,0.56,0.56,0.64,0.64,0.5,0.64,0.48,0.5,0.4,0.56,0.44
